"('P1_l ', 'Nivel de Ensino')","('P0', 'id')","('P1_m ', 'Área de Formação')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_g ', 'Nivel')","('P4_d ', 'Quais das linguagens listadas abaixo você utiliza no trabalho?')","('P4_d_1 ', 'SQL')","('P4_d_2 ', 'R ')","('P4_d_3 ', 'Python')","('P4_d_4 ', 'C/C++/C#')","('P4_d_5 ', '.NET')","('P4_d_6 ', 'Java')","('P4_d_7 ', 'Julia')","('P4_d_8 ', 'SAS/Stata')","('P4_d_9 ', 'Visual Basic/VBA')","('P4_d_10 ', 'Scala')","('P4_d_11 ', 'Matlab')","('P4_d_12 ', 'Rust')","('P4_d_13 ', 'PHP')","('P4_d_14 ', 'JavaScript')","('P4_d_15 ', 'Não utilizo nenhuma linguagem')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P2_b ', 'Setor')","('P1_i_1 ', 'uf onde mora')","('P2_f ', 'Cargo Atual')","('P4_e ', 'Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_o_1 ', 'Remuneração/Salário')","('P2_o_2 ', 'Benefícios')","('P2_o_3 ', 'Propósito do trabalho e da empresa')","('P2_o_4 ', 'Flexibilidade de trabalho remoto')","('P2_o_5 ', 'Ambiente e clima de trabalho')","('P2_o_6 ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_7 ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_8 ', 'Maturidade da empresa em termos de tecnologia e dados')","('P2_o_9 ', 'Qualidade dos gestores e líderes')","('P2_o_10 ', 'Reputação que a empresa tem no mercado')"
Graduação/Bacharelado,0c61ipysz17kckyll0c61ivgliw391vr,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Finanças ou Bancos,DF,Analytics Engineer,SQL,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,0czmmsqic3e0czzgfpcxcmlvopm6lzgf,Outra opção,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Júnior,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feminino,Branca,Marketing,SP,Outra Opção,Não utilizo nenhuma das linguagens listadas,"Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,0ddxnylpynv0fgc72nuiy0ddx2np8hvc,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Varejo,PR,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,0dmgnvaor1n4kwg0dofeq0cvtz9wszxp,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SP,Cientista de Dados/Data Scientist,Python,"Benefícios, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Estudante de Graduação,0dqlwrfgpu6hl40dq03c11aoxyrkddtt,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,"Python, SAS/Stata, Visual Basic/VBA, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área da Saúde,SP,Analista de BI/BI Analyst,SAS/Stata,"Plano de carreira e oportunidades de crescimento profissional, Benefícios, Ambiente e clima de trabalho",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,0dverwvn6qvm84sj0dverwv1jhbj8uhf,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,MG,Analista de Dados/Data Analyst,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mestrado,0e5jp063qgcme6ly0e5j1oqs6sdw53oi,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Finanças ou Bancos,ES,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,0e6w1fl8ezu3h7bnef0e6w1fl8ekby7x,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,RS,Cientista de Dados/Data Scientist,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,0ei02mf5qxmda4g0ei02noz2n3ozbmns,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Sênior,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feminino,Branca,Indústria,ES,Outra Opção,Não utilizo nenhuma das linguagens listadas,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mestrado,0etlg34j0c2aa5gxkx0etlgl5085l8cl,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Júnior,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Automotivo,PR,Cientista de Dados/Data Scientist,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mestrado,0fy84aoyul0t71eaqln0fyfp4p5e8glp,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,"SQL, R, Python, SAS/Stata, Visual Basic/VBA",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,RS,Economista,SAS/Stata,"Benefícios, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,0ghkr6f66sdb6irt0c0ghk9s6mjqabxz,Outras Engenharias,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Pleno,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Finanças ou Bancos,RS,Analista de Dados/Data Analyst,Python,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,0gn3aonvi5bf7v0gditzg8sz142fxclo,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,MT,Analista de BI/BI Analyst,SQL,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,0gqoessq550geoi56otja8nxkzhl2yoe,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Sênior,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Amarela,Finanças ou Bancos,SP,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,0gxlcto118vdsq0gxlcaonsk0utw8n0y,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Outra Opção,RJ,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,0hc6qwa1z9mz3aeb0hc6qwn21gsvs4u3,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Outra Opção,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,0i6712vqjj653m0i670gfwnl6ta7qnic,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Indústria,RS,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,0id8eghh68cl1w98pk0id8ep67ng3t9n,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,PR,Analista de BI/BI Analyst,Python,Flexibilidade de trabalho remoto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,0jc0mij71evva7kn778bz30jc0mijucs,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Indústria,SP,Cientista de Dados/Data Scientist,Python,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Pós-graduação,0jca0nbvqe3ufht9p0jca0dwcapmm8fm,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Sênior,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Masculino,Branca,Setor Automotivo,SP,Analista de Suporte/Analista Técnico,Não utilizo nenhuma das linguagens listadas,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Qualidade dos gestores e líderes",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Pós-graduação,0ji2x0gh9fnq4nuej0ji2xknk36lhorh,Ciências Sociais,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,DF,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,0jk0bdnu7cufwadn0jk07nuti10opjh8,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,ES,Analista de Dados/Data Analyst,Python,"Propósito do trabalho e da empresa, Remuneração/Salário, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,0jlaefa4xwwgk5lfga7gsl0jlaefak5x,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SC,Analista de Dados/Data Analyst,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,0jqbuqvb3936balyvfenrstk0jqbuqvb,Outras Engenharias,Menos de R$ 1.000/mês,de 3 a 4 anos,Júnior,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área de Consultoria,SC,Cientista de Dados/Data Scientist,Python,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Estudante de Graduação,0k7l1ljbam6kacmu0k7lno7oaf3xmu2d,Outra opção,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Sênior,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Agronegócios,RJ,Outra Opção,SQL,"Flexibilidade de trabalho remoto, Remuneração/Salário, Qualidade dos gestores e líderes",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Graduação/Bacharelado,0kgic0bazt3vuk7t0kgisvop2347hvb2,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Pleno,"SQL, Python, PHP, JavaScript",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Masculino,Branca,Varejo,PR,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,SQL,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mestrado,0kyn7c4b5p4ud7arfk4000kynyyy82ec,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Setor Público,PE,Analista de Dados/Data Analyst,SQL,"Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa, Remuneração/Salário",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,0kz3y2ky2wx4fmkhadp0kz3y8y7jrl32,Química / Física,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Pleno,"SQL, Python, JavaScript, Java",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Parda,Tecnologia/Fábrica de Software,RJ,Analista de Dados/Data Analyst,Python,"Flexibilidade de trabalho remoto, Remuneração/Salário, Benefícios",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,0lv0ldegkx1i8xxmet0lvfewlljsvem0,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Área de Consultoria,GO,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,0m9ykattn3c24ri42vxg0m9ykam9lb6n,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Amarela,Área da Saúde,SP,Analista de Dados/Data Analyst,SQL,Oportunidade de aprendizado e trabalhar com referências na área,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,0mnxtpoxm1cp3wctf9bp0m6esr5ydpkh,Outra opção,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Masculino,Branca,Outra Opção,SP,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Não utilizo nenhuma das linguagens listadas,"Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Estudante de Graduação,0mp2dsmps10vyxahto0mp2ddj4kdfc2s,Outras Engenharias,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,"SQL, R, Python",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,SP,Outra Opção,Python,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Pós-graduação,0nqzg51pf95l5p55kx0nqznnxpxb3upo,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Seguros ou Previdência,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Pós-graduação,0nzwxa69m49bv180hk4fhb0nzwxaznfv,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,"SQL, Python, R",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Setor de Energia,CE,Analytics Engineer,Python,"Remuneração/Salário, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,0oggobdknd16s8sog3ln4ic0oggobmt1,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,"SQL, Python, Scala",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Internet/Ecommerce,SP,Analytics Engineer,Python,"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,0on1x4pk2etlhgwbdf0on1x4pb0vfe3a,Outra opção,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Júnior,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Filantropia/ONG's,SP,Analista de BI/BI Analyst,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Doutorado ou Phd,0ovocc0chi8jo3q0ovocvj6qmljwtloh,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Pleno,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,SP,Cientista de Dados/Data Scientist,Python,"Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes, Ambiente e clima de trabalho",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Pós-graduação,0owmod4o9zby3ho0owkck31v0w2q45bc,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Sênior,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Masculino,Branca,Setor Público,SC,Outra Opção,Não utilizo nenhuma das linguagens listadas,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,0pg37xsvnaoyqvibr0pg378z2eg4lpcz,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Educação,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,0piaidcw03f691i4cdc0piaid7bp0tpd,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,"Python, Visual Basic/VBA",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Área da Saúde,MG,Outra Opção,Python,"Propósito do trabalho e da empresa, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,0porhlvirmnbqihbq0f0porhli93zl7v,Outra opção,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Alimentício,SC,Cientista de Dados/Data Scientist,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,0qhsqn12j7yapjr3ny0qhsqnfkqqygsm,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Finanças ou Bancos,SP,Analytics Engineer,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,0qio4frn8vyn5lyoev0qio4uhal1fitk,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Sênior,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Finanças ou Bancos,SP,Analista de Negócios/Business Analyst,Python,Remuneração/Salário,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,0r46flon90jl4hvi0r46flwm5jfomrq3,Química / Física,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Indústria,PR,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),SQL,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
